,country,points,price,title,winery
42853,Croatia,87,27.0,Zlatan Otok 2010 Vinogorje Hvar Sveta Nedjelja Plavac Mali (Hvar),Zlatan Otok
53328,Croatia,87,16.0,Bastianich 2010 Adriatico Malvasia Istriana (Istria),Bastianich
69171,Croatia,87,25.0,Piquentum 2011 Rouge Teran (Istria),Piquentum
93040,Croatia,87,21.0,Korta Katarina 2009 Plavac Mali-Zinfandel Rosé (Peljesac),Korta Katarina
110293,Croatia,87,19.0,Bibich 2009 R6 Riserva Red (North Dalmatia),Bibich
122363,Croatia,87,20.0,Zlatan Otok 2010 Plavac Mali (North Dalmatia),Zlatan Otok
25513,Croatia,86,25.0,Pošip Čara 2011 Marko Polo Posip (Korčula),Pošip Čara
118981,Croatia,86,12.0,Dingač Winery 2009 Plavac Mali (Peljesac),Dingač Winery
16461,Croatia,85,35.0,Saints Hills 2009 Nevina White (Istria),Saints Hills
71138,Croatia,85,29.0,Saints Hills 2010 Nevina Vinograd Sv Ante White (Istria),Saints Hills
113899,Croatia,85,15.0,Podrumi Belje 2009 Graševina Welschriesling (Podunavlje),Podrumi Belje
113902,Croatia,85,13.0,Iločki Podrumi 2007 Cabernet Sauvignon Blaufränkisch Red (Podunavlje),Iločki Podrumi
34088,Croatia,84,16.0,Lirica 2008 Plavac Mali (Peljesac),Lirica
50164,Croatia,84,13.0,Podrumi Belje 2008 Pinot Noir (Podunavlje),Podrumi Belje
50171,Croatia,84,13.0,Iločki Podrumi 2009 Blaufränkisch (Podunavlje),Iločki Podrumi
50172,Croatia,84,13.0,Enjingi 2009 Graševina Welschriesling (Kutjevo),Enjingi
54607,Croatia,84,13.0,Toljanic 2006 Zlahtina (Hrvatsko Primorje),Toljanic
116809,Croatia,84,13.0,Istravino 2008 De Mar Plavac Plavac Mali (Peljesac),Istravino
9141,Croatia,83,21.0,Korta Katarina 2010 Plavac Mali and Zinfandel Rosé (Peljesac),Korta Katarina
57266,Croatia,83,19.0,Bibich 2008 Riserva R5 White (North Dalmatia),Bibich
74791,Croatia,83,,Krauthaker 2006 Pinot Gris (Kutjevo),Krauthaker
28456,Croatia,82,65.0,Saints Hills 2008 Dingač Plavac Mali (Middle and South Dalmatia),Saints Hills
53988,Croatia,82,,Krauthaker 2005 Unfiltered Sauvignon Blanc (Kutjevo),Krauthaker
103327,Croatia,82,16.0,Piquentum 2009 Malvoisie Malvasia (Istria),Piquentum
103337,Croatia,81,18.0,Piquentum 2008 Teranum Teran (Istria),Piquentum
