,country,points,price,title,winery
15776,Portugal,95,150.0,Quinta Vale Dona Maria 2012 Vinha do Rio Red (Douro),Quinta Vale Dona Maria
15778,Portugal,95,100.0,Wine & Soul 2012 Pintas Red (Douro),Wine & Soul
15779,Portugal,95,100.0,Wine & Soul 2012 Quinta da Manoella Vinhas Velhas Red (Douro),Wine & Soul
16533,Portugal,95,55.0,Croft 2015 Quinta da Roeda  (Port),Croft
16537,Portugal,95,58.0,Taylor Fladgate 2015 Quinta da Vargellas Vintage  (Port),Taylor Fladgate
16539,Portugal,95,50.0,Luis Duarte 2014 Rubrica Tinto Red (Alentejano),Luis Duarte
16540,Portugal,95,52.0,C. da Silva 2015 Dalva Vintage  (Port),C. da Silva
31417,Portugal,95,236.0,Blandy's 1980 White (Madeira),Blandy's
31425,Portugal,95,194.0,Cossart Gordon 1987 Bual (Madeira),Cossart Gordon
31426,Portugal,95,180.0,Herdade do Esporão 2011 Torre do Esporão Garrafeira Red (Alentejo),Herdade do Esporão
36216,Portugal,95,36.0,Mouchão 2007 Red (Alentejano),Mouchão
38983,Portugal,95,90.0,Quinta Vale Dona Maria 2011 Vinha da Francisca Red (Douro),Quinta Vale Dona Maria
40312,Portugal,95,40.0,Wine & Soul 2009 Pintas Character Red (Douro),Wine & Soul
46007,Portugal,95,120.0,Conceito Vinhos 2015 Unico Red (Douro),Conceito Vinhos
46009,Portugal,95,110.0,Quinta do Noval 2015 Vintage  (Port),Quinta do Noval
46010,Portugal,95,300.0,Taylor Fladgate 1968 Single Harvest  (Port),Taylor Fladgate
48381,Portugal,95,46.0,Mouchão 2010 Red (Alentejo),Mouchão
52636,Portugal,95,467.0,Dow's 1963 Vintage  (Port),Dow's
54254,Portugal,95,,Ramos-Pinto 2011 Vintage  (Port),Ramos-Pinto
54256,Portugal,95,,C. da Silva 2011 Dalva Distinctive Vintage  (Port),C. da Silva
54257,Portugal,95,80.0,Niepoort 2011  Port,Niepoort
54258,Portugal,95,,Taylor Fladgate 2011 Quinta da Eira Velha Vintage  (Port),Taylor Fladgate
54259,Portugal,95,90.0,Quinta de la Rosa 2011 Estate Bottled Vintage  (Port),Quinta de la Rosa
54260,Portugal,95,110.0,Quinta do Vallado 2011 Vintage  (Port),Quinta do Vallado
54261,Portugal,95,93.0,Croft 2011 Vintage  (Port),Croft
54262,Portugal,95,70.0,Quinta do Passadouro 2011 Vintage  (Port),Quinta do Passadouro
54264,Portugal,95,,Cálem 2011  Port,Cálem
56046,Portugal,95,588.0,Taylor Fladgate 1964 Very Old Single Harvest  (Port),Taylor Fladgate
58369,Portugal,95,57.0,Quinta Vale Dona Maria 2009 Vintage  (Port),Quinta Vale Dona Maria
58370,Portugal,95,,Warre's 2009 Vintage  (Port),Warre's
63758,Portugal,95,65.0,Quinta do Vallado 2014 Reserva Field Blend Red (Douro),Quinta do Vallado
65360,Portugal,95,40.0,Luis Duarte 2011 Rubrica Red (Alentejano),Luis Duarte
73995,Portugal,95,145.0,Quinta do Crasto 2009 Vinha Maria Teresa Red (Douro),Quinta do Crasto
76193,Portugal,95,87.0,Quinta do Noval 2014 Red (Douro),Quinta do Noval
76197,Portugal,95,78.0,Prats & Symington LDA 2014 Chryseia Red (Douro),Prats & Symington LDA
78297,Portugal,95,99.0,J. Portugal Ramos 2012 Estremus Red (Alentejano),J. Portugal Ramos
78298,Portugal,95,85.0,Quinta do Noval 2013 Vintage  (Port),Quinta do Noval
78299,Portugal,95,375.0,Kopke 1957 Colheita Tawny  (Port),Kopke
78300,Portugal,95,60.0,Luis Duarte 2013 Rubrica Red (Alentejano),Luis Duarte
78308,Portugal,95,40.0,Quinta do Vale Meão 2012 Monte Meão Touriga Nacional (Douro),Quinta do Vale Meão
78310,Portugal,95,220.0,Kopke 1966 Colheita Tawny  (Port),Kopke
78311,Portugal,95,74.0,Kopke 1984 Colheita Tawny  (Port),Kopke
78312,Portugal,95,320.0,Cálem 1961 Colheita Tawny  (Port),Cálem
82827,Portugal,95,499.0,Messias 1952 Porto Envelhecido em Casco Colheita  (Port),Messias
82828,Portugal,95,101.0,Quinta Vale Dona Maria 2013 CV Curriculum Vitae Red (Douro),Quinta Vale Dona Maria
82841,Portugal,95,34.0,Quinta Vale Dona Maria 2013 VVV Valleys Red (Douro),Quinta Vale Dona Maria
83365,Portugal,95,72.0,Alvaro Castro 2007 Pape Red (Dão),Alvaro Castro
83857,Portugal,95,90.0,Niepoort 2009 Vintage  (Port),Niepoort
83860,Portugal,95,65.0,Alvaro Castro 2008 Pape Red (Dão),Alvaro Castro
83861,Portugal,95,100.0,Niepoort 2009 Batuta Red (Douro),Niepoort
87140,Portugal,95,80.0,Quinta da Foz 2012 Grande Reserva Red (Douro),Quinta da Foz
87141,Portugal,95,100.0,Quinta dos Murças 2012 VV 47 Red (Douro),Quinta dos Murças
95063,Portugal,95,,Taylor Fladgate 1966 Single Harvest  (Port),Taylor Fladgate
95535,Portugal,95,45.0,Vinha Paz 2014 Reserva Red (Dão),Vinha Paz
95541,Portugal,95,60.0,Quinta da Romaneira 2014 Reserva Red (Douro),Quinta da Romaneira
95542,Portugal,95,45.0,Quinta do Pôpa 2013 Pôpa VV Vinhas Velhas Red (Douro),Quinta do Pôpa
102497,Portugal,95,52.0,Cartuxa 2013 Pêra-Manca Branco White (Alentejo),Cartuxa
109233,Portugal,95,75.0,Quinta do Vale Meão 2009 Red (Douro),Quinta do Vale Meão
