,country,points,price,title,winery
122565,Spain,95,170.0,Sierra Cantabria 2009 Finca El Bosque  (Rioja),Sierra Cantabria
124426,Spain,95,50.0,Dominio de Atauta 2006  Ribera del Duero,Dominio de Atauta
11199,Spain,94,350.0,Artadi 2010 Viña El Pison  (Rioja),Artadi
13980,Spain,94,55.0,Arrocal 2011 Ángel  (Ribera del Duero),Arrocal
14356,Spain,94,42.0,Lustau NV Almacenista Palo Cortado de Jerez Sherry (Jerez),Lustau
15671,Spain,94,95.0,Remelluri 2011 Granja Gran Reserva  (Rioja),Remelluri
15789,Spain,94,165.0,Vall Llach 2012 Mas de la Rosa Red (Priorat),Vall Llach
15796,Spain,94,85.0,Clos Figueras 2010 Clos Figueres Red (Priorat),Clos Figueras
16315,Spain,94,45.0,O. Fournier 2010 Alfa Spiga  (Ribera del Duero),O. Fournier
17984,Spain,94,,Matarromera 2010 Prestigio Pago de las Solanas  (Ribera del Duero),Matarromera
17999,Spain,94,68.0,Maetierra Dominum 2009 QP  (Rioja),Maetierra Dominum
19135,Spain,94,25.0,Sandeman NV Royal Corregidor Rich Old Oloroso Sherry (Jerez),Sandeman
19136,Spain,94,14.0,Osborne NV Pedro Ximenez 1827 Sweet Sherry Sherry (Jerez),Osborne
28097,Spain,94,58.0,Viñedos de Paganos 2010 El Puntido  (Rioja),Viñedos de Paganos
32004,Spain,94,166.0,Benjamin Romeo 2006 La Viña de Andres Romeo  (Rioja),Benjamin Romeo
33408,Spain,94,90.0,Paul de Albas 2011  Ribera del Duero,Paul de Albas
34262,Spain,94,105.0,Ferrer Bobet 2011 Selecció Especial Vinyes Velles Carignan (Priorat),Ferrer Bobet
34265,Spain,94,58.0,Valserrano 2010 Nico  (Rioja),Valserrano
34646,Spain,94,165.0,Vall Llach 2010 Mas de la Rosa Red (Priorat),Vall Llach
34647,Spain,94,98.0,Mas d'en Gil 2009 Clos Fontà Red (Priorat),Mas d'en Gil
35951,Spain,94,66.0,Muga 2004 Prado Enea Gran Reserva  (Rioja),Muga
36490,Spain,94,248.0,Finca Allende 2005 Aurus  (Rioja),Finca Allende
38208,Spain,94,35.0,Bodegas Gutiérrez de la Vega 2013 Recóndita Armonía Dulce Monastrell (Spain),Bodegas Gutiérrez de la Vega
39325,Spain,94,100.0,Marques de Griñon 2010 Emeritvs Red (Dominio de Valdepusa),Marques de Griñon
41391,Spain,94,50.0,Emilio Moro 2010 Malleolus  (Ribera del Duero),Emilio Moro
41392,Spain,94,300.0,García Figuero 2010 Tinus  (Ribera del Duero),García Figuero
41404,Spain,94,70.0,Maurodos 2010 San Román  (Toro),Maurodos
41414,Spain,94,140.0,Dominio de Atauta 2011 La Mala  (Ribera del Duero),Dominio de Atauta
43660,Spain,94,75.0,Marqués de Riscal 2010 Baron de Chirel Reserva  (Rioja),Marqués de Riscal
45013,Spain,94,150.0,Dominio de Atauta 2011 Llanos del Almendro  (Ribera del Duero),Dominio de Atauta
45020,Spain,94,50.0,Campillo 2005 Gran Reserva  (Rioja),Campillo
45023,Spain,94,125.0,Dominio de Atauta 2011 Valdegatiles  (Ribera del Duero),Dominio de Atauta
45024,Spain,94,70.0,Liberalia 2011 Cinco  (Toro),Liberalia
46869,Spain,94,120.0,Dominio de Atauta 2010 Valdegatiles  (Ribera del Duero),Dominio de Atauta
47921,Spain,94,45.0,Telmo Rodríguez 2010 M2 de Matallana  (Ribera del Duero),Telmo Rodríguez
50136,Spain,94,65.0,Bodegas Riojanas 1998 Monte Real Gran Reserva  (Rioja),Bodegas Riojanas
51884,Spain,94,127.0,Telmo Rodríguez 2009 Altos Lanzaga  (Rioja),Telmo Rodríguez
51887,Spain,94,150.0,Emilio Moro 2009 Malleolus de Sanchomartin  (Ribera del Duero),Emilio Moro
54748,Spain,94,25.0,Alvear NV Solera 1927 Pedro Ximénez (Montilla-Moriles),Alvear
57865,Spain,94,145.0,Viñedos de Paganos 2011 La Nieta  (Rioja),Viñedos de Paganos
59286,Spain,94,80.0,Clos Figueras 2009 Clos Figueres Red (Priorat),Clos Figueras
59287,Spain,94,165.0,CVNE 2004 Real de Asúa  (Rioja),CVNE
59415,Spain,94,43.0,Celler Pasanau 2012 Finca La Planeta Red (Priorat),Celler Pasanau
66946,Spain,94,179.0,Emilio Moro 2011 Malleolus de Sanchomartin  (Ribera del Duero),Emilio Moro
67445,Spain,94,85.0,Benjamin de Rothschild & Vega Sicilia SA 2010 Macán  (Rioja),Benjamin de Rothschild & Vega Sicilia SA
69517,Spain,94,62.0,CVNE 1999 Imperial Gran Reserva  (Rioja),CVNE
69532,Spain,94,243.0,Teso La Monja 2009 Alabaster  (Toro),Teso La Monja
70582,Spain,94,300.0,Artadi 2012 Viña el Pison  (Rioja),Artadi
70591,Spain,94,66.0,García Figuero 2010 15 Reserva  (Ribera del Duero),García Figuero
70790,Spain,94,179.0,Emilio Moro 2010 Malleolus de Sanchomartín  (Ribera del Duero),Emilio Moro
71394,Spain,94,30.0,Pagos del Moncayo 2009 Syrah (Campo de Borja),Pagos del Moncayo
