,country,points,price,title,winery
114243,Moldova,88,11.0,Château Vartely 2014 D'Or Traminer (Moldova),Château Vartely
115379,Moldova,88,24.0,Et Cetera 2013 Cuvée Rouge Red (Moldova),Et Cetera
122238,Moldova,88,9.0,Bostavan 2013 Via Etulia Reserve Cabernet Sauvignon (Moldova),Bostavan
123398,Moldova,88,29.0,Et Cetera 2013 Serendipity Red (Moldova),Et Cetera
125370,Moldova,88,9.0,Lion-Gri 2015 Golden Land Dry Cabernet Sauvignon (Moldova),Lion-Gri
125383,Moldova,88,13.0,Vinaria din Vale 2013 Feteasca (Moldova),Vinaria din Vale
5996,Moldova,87,11.0,Château Vartely 2014 D'Or Feteascǎ Regalǎ (Moldova),Château Vartely
8174,Moldova,87,30.0,Lion-Gri 2006 Golden Land Dry Chardonnay (Moldova),Lion-Gri
21143,Moldova,87,10.0,Lion-Gri 2011 Kagor Special Pastoral Cabernet Sauvignon (Moldova),Lion-Gri
42653,Moldova,87,9.0,Bostavan 2013 Via Etulia Reserve Merlot (Moldova),Bostavan
44394,Moldova,87,9.0,Bostavan 2014 Dor Traminer-Chardonnay White (Moldova),Bostavan
48008,Moldova,87,11.0,Château Vartely 2014 D'Or Feteascǎ Regalǎ (Moldova),Château Vartely
106123,Moldova,87,16.0,Château Vartely 2012 D'Or Merlot-Cabernet Sauvignon (Codru Region),Château Vartely
108402,Moldova,87,10.0,Bostavan 2015 Dor Traminer-Chardonnay White (Moldova),Bostavan
28038,Moldova,86,9.0,Lion-Gri 2014 Golden Land Dry Pinot Gris (Moldova),Lion-Gri
35035,Moldova,86,9.0,Château Vartely 2006 Pinot Gris (Moldova),Château Vartely
55748,Moldova,86,10.0,Vinaria din Vale 2011 Rosu Cabernet Sauvignon (Moldova),Vinaria din Vale
79274,Moldova,86,10.0,Bostavan 2015 Dor Rara Neagra-Cabernet Sauvignon Red (Moldova),Bostavan
97549,Moldova,86,9.0,Lion-Gri 2015 Golden Land Dry Merlot (Moldova),Lion-Gri
98001,Moldova,86,10.0,Bostavan 2014 Via Etulia Reserve Chardonnay (Moldova),Bostavan
23902,Moldova,85,9.0,Lion-Gri 2015 Château d'Or Sparkling Rose Muscat (Moldova),Lion-Gri
87978,Moldova,85,13.0,Cricova NV Crisecco Sparkling (Codru Region),Cricova
95873,Moldova,85,10.0,Exclusiv NV Rose Spumos Moscato (Moldova),Exclusiv
128604,Moldova,85,10.0,Bostavan 2014 Via Etulia Reserve Cabernet Sauvignon (Moldova),Bostavan
129402,Moldova,85,8.0,Taking Root 2006 Sauvignon Blanc (Cahul),Taking Root
81085,Moldova,84,13.0,Lion-Gri 2013 Golden Lion Red (Moldova),Lion-Gri
110972,Moldova,84,9.0,Lion-Gri 2014 Naturalles Semi-Sweet Muscat (Moldova),Lion-Gri
19528,Moldova,83,9.0,Lion-Gri 2015 Château d'Or Sparkling White Muscat (Moldova),Lion-Gri
40927,Moldova,83,12.0,Cricova 2001 Collection Semidry  (Moldova),Cricova
58695,Moldova,83,16.0,Acorex 2004 Reserve Sauvignon Blanc (Moldova),Acorex
74790,Moldova,83,8.0,Taking Root 2006 Pinot Grigio (Cahul),Taking Root
36516,Moldova,82,13.0,Lion-Gri 2011 Saperavi (Moldova),Lion-Gri
36520,Moldova,82,9.0,Lion-Gri 2015 Château d'Or Sparkling Red Muscat (Moldova),Lion-Gri
47203,Moldova,82,8.0,Taking Root 2006 Bastardo-Merlot Red (Cahul),Taking Root
