,country,points,price,title,winery
117033,Germany,96,80.0,Dr. Heidemanns-Bergweiler 2009 Bernkasteler Johannisbrünnchen Eiswein Riesling (Mosel),Dr. Heidemanns-Bergweiler
117034,Germany,96,228.0,Maximin Grünhäuser 2009 Herrenberg Eiswein Riesling (Mosel),Maximin Grünhäuser
122422,Germany,96,440.0,S.A. Prüm 2010 Wehlener Sonnenuhr Trockenbeerenauslese Riesling (Mosel),S.A. Prüm
122424,Germany,96,672.0,Robert Weil 2010 Kiedrich Gräfenberg Trockenbeerenauslese Riesling (Rheingau),Robert Weil
124425,Germany,96,49.0,Dr. Loosen 2006 Wehlener Sonnenuhr Trockenbeerenauslese Goldkap Riesling (Mosel-Saar-Ruwer),Dr. Loosen
127374,Germany,96,175.0,St. Urbans-Hof 2008 Leiwener Laurentiuslay Beerenauslese Riesling (Mosel-Saar-Ruwer),St. Urbans-Hof
358,Germany,95,66.0,Weingut Hans Bausch 2011 Hattenheimer Hassel Auslese Riesling (Rheingau),Weingut Hans Bausch
8875,Germany,95,114.0,Dr. Loosen 2014 Erdener Prälat Gold Capsule Auslese Riesling (Mosel),Dr. Loosen
14350,Germany,95,333.0,Geh. Rat Dr. von Bassermann-Jordan 2007 Ruppertsberger Reiterpfad Trockenbeerenauslese - 375 ml Riesling (Pfalz),Geh. Rat Dr. von Bassermann-Jordan
15774,Germany,95,52.0,Joh. Jos. Prüm 2013 Zeltinger Sonnenuhr Auslese Riesling (Mosel),Joh. Jos. Prüm
15775,Germany,95,50.0,Joh. Jos. Prüm 2013 Bernkasteler Badstube Auslese Riesling (Mosel),Joh. Jos. Prüm
27607,Germany,95,92.0,Wittmann 2015 Westhofen Morstein Trocken GG Riesling (Rheinhessen),Wittmann
31409,Germany,95,95.0,Maximin Grünhäuser 2015 Abtsberg Auslese 24 Grosse Lage Riesling (Mosel),Maximin Grünhäuser
31412,Germany,95,114.0,Maximin Grünhäuser 2015 Herrenberg Auslese 31 Grosse Lage Riesling (Mosel),Maximin Grünhäuser
33396,Germany,95,,Weingut Keller 2013 von der Fels Riesling (Rheinhessen),Weingut Keller
36212,Germany,95,172.0,Schloss Vollrads 2012 Eiswein Riesling (Rheingau),Schloss Vollrads
36486,Germany,95,130.0,Joh. Jos. Prüm 2006 Bernkasteler Badstube Beerenauslese Goldkap Riesling (Mosel-Saar-Ruwer),Joh. Jos. Prüm
43641,Germany,95,323.0,Domdechant Werner 2013 Hochheimer Kirchenstück Beerenauslese Riesling (Rheingau),Domdechant Werner
43642,Germany,95,182.0,Robert Weil 2012 Kiedrich Gräfenberg Auslese Riesling (Rheingau),Robert Weil
43647,Germany,95,160.0,Schloss Johannisberger 2013 Rosalack No. 398 Auslese Riesling (Rheingau),Schloss Johannisberger
43650,Germany,95,775.0,Robert Weil 2012 Kiedrich Gräfenberg Trockenbeerenauslese Riesling (Rheingau),Robert Weil
43655,Germany,95,775.0,Robert Weil 2013 Kiedrich Gräfenberg Trockenbeerenauslese Riesling (Rheingau),Robert Weil
48380,Germany,95,79.0,Thörle 2011 Saulheimer Hölle Beerenauslese Riesling (Rheinhessen),Thörle
77045,Germany,95,237.0,Prinz Salm 2011 Berg Roxheim Erste Lage Trockenbeerenauslese Riesling (Nahe),Prinz Salm
78306,Germany,95,34.0,Dr. Loosen 2014 Ürziger Würzgarten Spätlese Riesling (Mosel),Dr. Loosen
82829,Germany,95,50.0,Reichsgraf von Kesselstatt 2015 Piesporter Goldtröpfchen Trocken Grosse Lage Riesling (Mosel),Reichsgraf von Kesselstatt
84824,Germany,95,80.0,Rudolf Fürst 2013 Klingenberger Spätburgunder (Franken),Rudolf Fürst
84825,Germany,95,45.0,Schloss Schönborn 2004 Hattenheim Pfaffenberg Spätlese Riesling (Rheingau),Schloss Schönborn
87144,Germany,95,50.0,Reichsgraf von Kesselstatt 2014 Piesporter Goldtröpfchen GG Trocken Riesling (Mosel),Reichsgraf von Kesselstatt
87146,Germany,95,35.0,S.A. Prüm 2011 Wehlener Sonnenuhr Spätlese Grosse Lage Riesling (Mosel),S.A. Prüm
102493,Germany,95,50.0,S.A. Prüm 2011 Wehlener Sonnenuhr Old Vines GG Erste Lage Dry Riesling (Mosel),S.A. Prüm
108652,Germany,95,120.0,C.H. Berres 2011 Ürziger Würzgarten Beerenauslese Riesling (Mosel),C.H. Berres
108654,Germany,95,107.0,Joh. Jos. Prüm 2011 Graacher Himmelreich Auslese GoldKap Riesling (Mosel),Joh. Jos. Prüm
109445,Germany,95,50.0,Ökonomierat Rebholz 2011 Trocken Spätburgunder (Pfalz),Ökonomierat Rebholz
109447,Germany,95,103.0,Bernhard Huber 2010 Bienenberg R Erste Lage GG Spätburgunder (Baden),Bernhard Huber
109466,Germany,95,41.0,Ziereisen 2010 Blauer Schulen Spätburgunder (Baden),Ziereisen
112666,Germany,95,44.0,Prinz 2009 Jungfer Auslese Riesling (Rheingau),Prinz
112667,Germany,95,292.0,Robert Weil 2009 Kiedrich Gräfenberg Beerenauslese Riesling (Rheingau),Robert Weil
112668,Germany,95,448.0,Schloss Saarstein 2009 Serrig Schloss Saarsteiner Eiswein Riesling (Mosel),Schloss Saarstein
112670,Germany,95,142.0,Robert Weil 2009 Kiedrich Turmberg Auslese Riesling (Rheingau),Robert Weil
116151,Germany,95,175.0,Egon Müller 2015 Scharzhofberger Spätlese Riesling (Mosel),Egon Müller
116153,Germany,95,114.0,Dr. Loosen 2015 Erdener Prälat Gold Capsule Auslese Riesling (Mosel),Dr. Loosen
116155,Germany,95,182.0,Robert Weil 2015 Kiedrich Gräfenberg Auslese Riesling (Rheingau),Robert Weil
117209,Germany,95,239.0,Geh. Rat Dr. von Bassermann-Jordan 2008 Forster Kirchenstück Beerenauslese 375 ml Riesling (Pfalz),Geh. Rat Dr. von Bassermann-Jordan
124428,Germany,95,,Joh. Jos. Prüm 2007 Wehlener Sonnenuhr Auslese Goldkap Riesling (Mosel-Saar-Ruwer),Joh. Jos. Prüm
1457,Germany,94,56.0,Fritz Haag 2015 Brauneberg Juffer Sonnenuhr Trocken GG Riesling (Mosel),Fritz Haag
6272,Germany,94,58.0,Markus Molitor 2010 Zeltinger Sonnenuhr Auslese Riesling (Mosel),Markus Molitor
15205,Germany,94,33.0,Matthias Müller 2012 Alte Reben Bopparder Hamm Feinherb Riesling (Mittelrhein),Matthias Müller
15206,Germany,94,75.0,Schloss Johannisberger 2014 Silberlack Trocken GG Riesling (Rheingau),Schloss Johannisberger
15500,Germany,94,49.0,Joh. Jos. Prüm 2012 Bernkasteler Badstube Auslese Riesling (Mosel),Joh. Jos. Prüm
15782,Germany,94,42.0,St. Urbans-Hof 2013 Leiwener Laurentiuslay Spätlese Erste Lage Riesling (Mosel),St. Urbans-Hof
15788,Germany,94,37.0,Domdechant Werner 2013 Hochheimer Domdechaney Spätlese Riesling (Rheingau),Domdechant Werner
16330,Germany,94,54.0,Egon Müller 2015 Scharzhof Riesling (Mosel),Egon Müller
19300,Germany,94,92.0,Robert Weil 2012 Kiedrich Gräfenberg Spätlese Riesling (Rheingau),Robert Weil
19303,Germany,94,52.0,Fritz Haag 2012 Brauneberger Juffer Sonnenuhr Auslese Goldkapsel Riesling (Mosel),Fritz Haag
19309,Germany,94,42.0,Fritz Haag 2012 Brauneberger Juffer Auslese Goldkapsel Riesling (Mosel),Fritz Haag
19313,Germany,94,45.0,Reichsgraf von Kesselstatt 2012 Scharzhofberger GL Spätlese Riesling (Mosel),Reichsgraf von Kesselstatt
19314,Germany,94,92.0,Robert Weil 2012 Kiedrich Turmberg Spätlese Riesling (Rheingau),Robert Weil
22498,Germany,94,42.0,Friedrich Becker 2012 B Pinot Noir (Pfalz),Friedrich Becker
22499,Germany,94,107.0,Weingut Ökonomierat Rebholz 2014 Ganz Horn Siebeldinger im Sonnenschein GG Riesling (Pfalz),Weingut Ökonomierat Rebholz
22502,Germany,94,55.0,Peter Jakob Kühn 2013 Mittelheim Sankt Nikolaus Trocken GG Riesling (Rheingau),Peter Jakob Kühn
22513,Germany,94,92.0,Robert Weil 2014 Kiedrich Gräfenberg Spätlese Riesling (Rheingau),Robert Weil
22514,Germany,94,25.0,Salwey 2012 Estate Dry Pinot Noir (Baden),Salwey
23972,Germany,94,154.0,August Kesseler 2011 Lorcher Schlossberg Auslese Goldkapsel Riesling (Rheingau),August Kesseler
23973,Germany,94,133.0,Baron Knyphausen 2011 Erbacher Steinmorgen Auslese Gold Cap Riesling (Rheingau),Baron Knyphausen
26431,Germany,94,39.0,Schäfer-Fröhlich 2013 Vulkangestein Trocken Riesling (Nahe),Schäfer-Fröhlich
26435,Germany,94,92.0,Robert Weil 2014 Kiedrick Turmburg Spätlese Riesling (Rheingau),Robert Weil
26445,Germany,94,46.0,Fritz Haag 2014 Brauneberger Juffer Auslese Riesling (Mosel),Fritz Haag
26453,Germany,94,70.0,Peter Jakob Kühn 2013 Oestrich Doosberg Trocken GG Riesling (Rheingau),Peter Jakob Kühn
27057,Germany,94,66.0,Maximin Grünhäuser 2015 Abtsberg Grosse Lage GG Riesling (Mosel),Maximin Grünhäuser
27063,Germany,94,72.0,Wittmann 2015 Westhofen Aulerde Riesling (Rheinhessen),Wittmann
27072,Germany,94,37.0,Joh. Jos. Prüm 2014 Wehlener Sonnenuhr Kabinett Riesling (Mosel),Joh. Jos. Prüm
27075,Germany,94,92.0,Robert Weil 2015 Kiedrich Gräfenberg Trocken GG Riesling (Rheingau),Robert Weil
29813,Germany,94,115.0,Wittmann 2011 Westhofen Kirchspiel GG Trocken Riesling (Rheinhessen),Wittmann
31429,Germany,94,64.0,Dr. Loosen 2014 Erdener Treppchen Auslese Riesling (Mosel),Dr. Loosen
34093,Germany,94,34.0,Reichsgraf von Kesselstatt 2014 Graach Josephshöfer Monopol Spätlese Grosse Lage Riesling (Mosel),Reichsgraf von Kesselstatt
34653,Germany,94,40.0,Robert Weil 2013 Spätlese Tradition Riesling (Rheingau),Robert Weil
36491,Germany,94,317.0,Grans-Fassian 2006 Trittenheimer Apotheke Beerenauslese Riesling (Mosel-Saar-Ruwer),Grans-Fassian
39078,Germany,94,70.0,Reichsgraf von Kesselstatt 2014 Scharzhofberger Auslese #19 Grosse Lage Riesling (Mosel),Reichsgraf von Kesselstatt
41417,Germany,94,33.0,Reichsgraf von Kesselstatt 2014 Piesporter Goldtröpfchen Spätlese Grosse Lage Riesling (Mosel),Reichsgraf von Kesselstatt
