,country,points,price,title,winery
27848,England,92,50.0,Ridgeview Estate 2013 Rosé de Noirs Sparkling (England),Ridgeview Estate
54686,England,92,,Hattingley Valley Wines 2013 Classic Cuvée Sparkling (England),Hattingley Valley Wines
58496,England,92,50.0,Bolney Wine Estate 2014 Blanc de Blancs Brut Chardonnay (England),Bolney Wine Estate
59857,England,92,27.0,Ridgeview Estate NV Bloomsbury Brut Sparkling (England),Ridgeview Estate
59863,England,92,50.0,Camel Valley 2014 Rosé Brut Pinot Noir (England),Camel Valley
82255,England,92,60.0,Hush Heath Estate 2011 Balfour Brut Rosé Sparkling (England),Hush Heath Estate
100683,England,92,50.0,Bolney Wine Estate 2014 Blanc de Blancs Brut Chardonnay (England),Bolney Wine Estate
100696,England,92,45.0,Hush Heath Estate 2013 Balfour Brut Rosé Sparkling (England),Hush Heath Estate
105523,England,92,45.0,Hattingley Valley Wines NV Classic Reserve Sparkling (England),Hattingley Valley Wines
105542,England,92,40.0,Chapel Down NV Brut Sparkling (England),Chapel Down
128839,England,92,39.0,Ridgeview Estate 2013 Bloomsbury Sparkling (England),Ridgeview Estate
6700,England,91,40.0,Wiston Estate Winery 2010 Cuvée Brut Sparkling (England),Wiston Estate Winery
22156,England,91,50.0,Chapel Down 2010 Three Graces Sparkling (England),Chapel Down
27872,England,91,52.0,Bolney Wine Estate 2010 Blanc de Blancs Chardonnay (England),Bolney Wine Estate
47731,England,91,75.0,Jenkyn Place Vineyard 2010 Brut Cuvée Sparkling (England),Jenkyn Place Vineyard
56417,England,91,50.0,Hoffmann & Rathbone 2013 Classic Cuvée Sparkling (England),Hoffmann & Rathbone
56660,England,91,40.0,Wiston Estate Winery 2010 Cuvée Brut Sparkling (England),Wiston Estate Winery
58747,England,91,50.0,Ridgeview Estate 2013 Blanc de Blancs Chardonnay (England),Ridgeview Estate
58752,England,91,52.0,Bolney Wine Estate 2010 Blanc de Blancs Chardonnay (England),Bolney Wine Estate
72070,England,91,50.0,Bolney Wine Estate 2015 Blanc de Blancs Brut Chardonnay (England),Bolney Wine Estate
72073,England,91,65.0,Hattingley Valley Wines 2014 Rosé Sparkling (England),Hattingley Valley Wines
90299,England,91,35.0,Ridgeview Estate 2014 Fitzrovia Rosé Sparkling (England),Ridgeview Estate
100872,England,91,,Hattingley Valley Wines 2013 Rosé Sparkling (England),Hattingley Valley Wines
100884,England,91,50.0,Chapel Down 2010 Three Graces Sparkling (England),Chapel Down
104659,England,91,75.0,Bride Valley Vineyard 2013 Blanc de Blancs Sparkling (England),Bride Valley Vineyard
104668,England,91,35.0,Ridgeview Estate 2014 Bloomsbury Sparkling (England),Ridgeview Estate
114449,England,91,42.0,Henners 2011 Brut Sparkling (England),Henners
4073,England,90,46.0,Ridgeview Estate 2011 Blanc de Blancs Chardonnay (England),Ridgeview Estate
24839,England,90,77.0,Digby Fine English 2010 Vintage Brut Sparkling (England),Digby Fine English
31166,England,90,50.0,Ridgeview Estate 2010 Rosé de Noirs Sparkling (England),Ridgeview Estate
45533,England,90,51.0,Bolney Wine Estate 2013 Cuvée Rosé Pinot Noir (England),Bolney Wine Estate
56611,England,90,46.0,Ridgeview Estate 2011 Blanc de Blancs Chardonnay (England),Ridgeview Estate
62352,England,90,60.0,Hush Heath Estate NV Leslie's Reserve Sparkling (England),Hush Heath Estate
62647,England,90,27.0,Camel Valley 2013 Cornwall Rosé Pinot Noir (England),Camel Valley
68212,England,90,95.0,Jenkyn Place Vineyard 2010 Blanc de Noir Sparkling (England),Jenkyn Place Vineyard
22540,England,89,51.0,Digby Fine English NV Brut Sparkling (England),Digby Fine English
41914,England,89,,Hush Heath Estate NV Balfour 1503 Classic Cuvée Sparkling (England),Hush Heath Estate
47458,England,89,45.0,Bolney Wine Estate NV Bolney Bubbly White (England),Bolney Wine Estate
47460,England,89,25.0,Camel Valley 2013 Cornwall Sparkling (England),Camel Valley
48119,England,89,61.0,Digby Fine English NV Leander Pink Sparkling (England),Digby Fine English
53623,England,89,42.0,Ridgeview Estate 2013 Fitzrovia Rosé Sparkling (England),Ridgeview Estate
53629,England,89,39.0,Stopham Estate 2011 Brut Prestige Chardonnay (England),Stopham Estate
72824,England,89,39.0,Ridgeview Estate 2013 Cavendish Sparkling (England),Ridgeview Estate
89979,England,89,50.0,Camel Valley 2012 Brut Sparkling (England),Camel Valley
97452,England,89,43.0,Bolney Wine Estate NV Bolney Bubbly Brut Sparkling (England),Bolney Wine Estate
101910,England,89,39.0,Ridgeview Estate 2013 Cavendish Sparkling (England),Ridgeview Estate
124922,England,89,45.0,Bolney Wine Estate NV Bolney Bubbly White (England),Bolney Wine Estate
124924,England,89,25.0,Camel Valley 2013 Cornwall Sparkling (England),Camel Valley
128098,England,89,61.0,Digby Fine English NV Leander Pink Sparkling (England),Digby Fine English
