,country,points,price,title,winery
48898,France,98,138.0,Louis Jadot 2005  Clos de la Roche,Louis Jadot
58353,France,98,92.0,Château Léoville Poyferré 2010  Saint-Julien,Château Léoville Poyferré
82751,France,98,757.0,Bouchard Père & Fils 2007  Montrachet,Bouchard Père & Fils
100001,France,98,150.0,M. Chapoutier 1999 Le Méal Ermitage  (Hermitage),M. Chapoutier
109428,France,98,305.0,Pol Roger 2002 Cuvée Sir Winston Churchill Brut  (Champagne),Pol Roger
111759,France,98,,Château Margaux 2010  Margaux,Château Margaux
111760,France,98,,Château Pontet-Canet 2010  Pauillac,Château Pontet-Canet
111761,France,98,,Château Haut-Brion 2010  Pessac-Léognan,Château Haut-Brion
111762,France,98,,Château Mouton Rothschild 2010  Pauillac,Château Mouton Rothschild
116096,France,98,,Château Climens 2009 Barrel sample  (Barsac),Château Climens
116097,France,98,,Château Mouton Rothschild 2009 Barrel sample  (Pauillac),Château Mouton Rothschild
122556,France,98,360.0,Château Léoville Las Cases 2009  Saint-Julien,Château Léoville Las Cases
1562,France,97,170.0,Château Troplong Mondot 2009  Saint-Émilion,Château Troplong Mondot
1566,France,97,1100.0,Château La Mission Haut-Brion 2009  Pessac-Léognan,Château La Mission Haut-Brion
3642,France,97,,Château Pontet-Canet 2011 Barrel Sample  (Pauillac),Château Pontet-Canet
5910,France,97,430.0,Domaine Leflaive 2008  Bâtard-Montrachet,Domaine Leflaive
5911,France,97,550.0,Domaine Leflaive 2008  Chevalier-Montrachet,Domaine Leflaive
15833,France,97,698.0,Château La Mission Haut-Brion 2014  Pessac-Léognan,Château La Mission Haut-Brion
15834,France,97,450.0,Château Lafite Rothschild 2014  Pauillac,Château Lafite Rothschild
15835,France,97,285.0,Château Angélus 2014  Saint-Émilion,Château Angélus
15836,France,97,330.0,Château Haut-Brion 2014  Pessac-Léognan,Château Haut-Brion
15837,France,97,150.0,Château Léoville Las Cases 2014  Saint-Julien,Château Léoville Las Cases
16106,France,97,,Château Mouton Rothschild 2012 Barrel Sample  (Pauillac),Château Mouton Rothschild
16107,France,97,,Château Pontet-Canet 2012 Barrel Sample  (Pauillac),Château Pontet-Canet
19571,France,97,350.0,Salon 1996 Le Mesnil Blanc de Blancs Chardonnay (Champagne),Salon
27593,France,97,184.0,Louis Jadot 2014  Corton-Charlemagne,Louis Jadot
27594,France,97,286.0,Louis Jadot 2014  Clos de la Roche,Louis Jadot
30110,France,97,886.0,Olivier Leflaive 2014  Montrachet,Olivier Leflaive
36532,France,97,95.0,Taittinger 2008 Millésimé Brut  (Champagne),Taittinger
41838,France,97,69.0,Domaine Huët 2010 Le Mont Première Trie Moelleux  (Vouvray),Domaine Huët
41839,France,97,69.0,Domaine Huët 2009 Clos du Bourg Première Trie Moelleux  (Vouvray),Domaine Huët
42913,France,97,,Château Lafite Rothschild 2008 Barrel sample  (Pauillac),Château Lafite Rothschild
44995,France,97,69.0,Domaine Jean-Paul et Benoît Droin 2013 Les Clos Grand Cru  (Chablis),Domaine Jean-Paul et Benoît Droin
44996,France,97,95.0,Domaine Pinson 2012 Cuvée Authentique Les Clos Grand Cru  (Chablis),Domaine Pinson
44997,France,97,476.0,Louis Jadot 2013 Les Demoiselles  (Chevalier-Montrachet),Louis Jadot
45986,France,97,45.0,Château Coutet 2014  Barsac,Château Coutet
45987,France,97,55.0,Clos Haut-Peyraguey 2014  Sauternes,Clos Haut-Peyraguey
45989,France,97,,Château de Rayne Vigneau 2014  Sauternes,Château de Rayne Vigneau
48899,France,97,95.0,Louis Jadot 2005  Corton-Pougets,Louis Jadot
49637,France,97,,Domaine de Chevalier 2007  Pessac-Léognan,Domaine de Chevalier
50801,France,97,574.0,Domaine Leflaive 2006  Chevalier-Montrachet,Domaine Leflaive
50802,France,97,451.0,Domaine Leflaive 2006  Bâtard-Montrachet,Domaine Leflaive
54298,France,97,932.0,Château Haut-Brion 2013  Pessac-Léognan,Château Haut-Brion
58356,France,97,,Château Pichon Longueville 2010  Pauillac,Château Pichon Longueville
60858,France,97,,Château Haut-Brion 2012 Barrel Sample  (Pessac-Léognan),Château Haut-Brion
63855,France,97,,Château Pétrus 2012 Barrel Sample  (Pomerol),Château Pétrus
65352,France,97,2000.0,Château Pétrus 2011  Pomerol,Château Pétrus
74885,France,97,450.0,Moët & Chandon NV MC III Brut  (Champagne),Moët & Chandon
79718,France,97,305.0,Pol Roger 2004 Cuvée Sir Winston Churchill Brut  (Champagne),Pol Roger
81900,France,97,410.0,Domaine Leflaive 2008  Bienvenues Bâtard-Montrachet,Domaine Leflaive
82815,France,97,249.0,Louis Roederer 2009 Cristal Brut  (Champagne),Louis Roederer
89730,France,97,50.0,René Muré 2015 Clos Saint Landelin Vorbourg Grand Cru Riesling (Alsace),René Muré
89731,France,97,66.0,Domaine Ostertag 2015 Muenchberg Grand Cru Riesling (Alsace),Domaine Ostertag
89732,France,97,120.0,Domaine Zind-Humbrecht 2015 Clos Saint Urbain Rangen de Thann Grand Cru Riesling (Alsace),Domaine Zind-Humbrecht
89733,France,97,100.0,Trimbach 2014 Schlossberg Grand Cru Riesling (Alsace),Trimbach
90908,France,97,639.0,Joseph Drouhin 2012  Grands-Echezeaux,Joseph Drouhin
90909,France,97,288.0,Louis Jadot 2013  Chapelle-Chambertin,Louis Jadot
90910,France,97,468.0,Louis Jadot 2013  Chambertin Clos de Bèze,Louis Jadot
100002,France,97,125.0,J.L. Chave 1999  Hermitage,J.L. Chave
108645,France,97,660.0,Château Latour 2011  Pauillac,Château Latour
111763,France,97,,Vieux Château Certan 2010  Saint-Émilion,Vieux Château Certan
111764,France,97,110.0,Château Calon Ségur 2010  Saint-Estèphe,Château Calon Ségur
111765,France,97,,Château La Mission Haut-Brion 2010  Pessac-Léognan,Château La Mission Haut-Brion
111766,France,97,,Château Palmer 2010  Margaux,Château Palmer
113930,France,97,800.0,Château d'Yquem 2005  Sauternes,Château d'Yquem
116098,France,97,,Château la Tour Blanche 2009 Barrel sample  (Sauternes),Château la Tour Blanche
116099,France,97,,Château Léoville Las Cases 2009 Barrel sample  (Saint-Julien),Château Léoville Las Cases
116100,France,97,,Château Rieussec 2009 Barrel sample  (Sauternes),Château Rieussec
116101,France,97,,Château Léoville Barton 2009 Barrel sample  (Saint-Julien),Château Léoville Barton
116102,France,97,,Château Cheval Blanc 2009 Barrel sample  (Saint-Émilion),Château Cheval Blanc
116103,France,97,,Château Coutet 2009 Barrel sample  (Barsac),Château Coutet
120274,France,97,,Château Lafite Rothschild 2008  Pauillac,Château Lafite Rothschild
121934,France,97,650.0,Louis Latour 2015  Montrachet,Louis Latour
122940,France,97,530.0,Château Ausone 2014  Saint-Émilion,Château Ausone
122941,France,97,210.0,Château Palmer 2014  Margaux,Château Palmer
