,country,points,price,title,winery
43706,South Africa,93,95.0,Ernie Els 2007 Signature Red (Stellenbosch),Ernie Els
57599,South Africa,93,,DeMorgenzon 2016 Cape Winemakers Guild Roussanne (Stellenbosch),DeMorgenzon
57600,South Africa,93,,Hartenberg 2015 Cape Winemakers Guild CWG Auction Cabernet Sauvignon (Stellenbosch),Hartenberg
57601,South Africa,93,,Delaire Graff 2016 Cape Winemakers Guild Banghoek Chardonnay (Stellenbosch),Delaire Graff
57602,South Africa,93,,Kanonkop 2014 Cape Winemakers Guild CWG Paul Sauer Red (Simonsberg-Stellenbosch),Kanonkop
57603,South Africa,93,,Kanonkop 2015 Cape Winemakers Guild CWG Pinotage (Simonsberg-Stellenbosch),Kanonkop
57604,South Africa,93,,The Drift 2016 Cape Winemakers Guild Comfort Zone Red (Cape South Coast),The Drift
57605,South Africa,93,,Ataraxia 2016 Cape Winemakers Guild Under The Gavel Chardonnay (Hemel en Aarde),Ataraxia
62783,South Africa,93,50.0,Glenelly 2011 Lady May Cabernet Sauvignon (Stellenbosch),Glenelly
77228,South Africa,93,,Kanonkop 2014 Cape Winemakers Guild CWG Pinotage (Simonsberg-Stellenbosch),Kanonkop
77229,South Africa,93,,Jordan Stellenbosch 2015 Cape Winemakers Guild CWG Chardonnay (Stellenbosch),Jordan Stellenbosch
77230,South Africa,93,,Kaapzicht 2015 Cape Winemakers Guild Auction Selection 1947 Chenin Blanc (Stellenbosch),Kaapzicht
77231,South Africa,93,,Edgebaston 2013 Cape Winemakers Guild Reserve Cabernet Sauvignon (Stellenbosch),Edgebaston
84262,South Africa,93,102.0,Ernie Els 2013 Signature Red (Stellenbosch),Ernie Els
90362,South Africa,93,50.0,Glenelly 2009 Lady May Cabernet Sauvignon (Stellenbosch),Glenelly
90363,South Africa,93,65.0,Ken Forrester 2011 The FMC Chenin Blanc (Stellenbosch),Ken Forrester
90368,South Africa,93,55.0,De Toren 2010 Fusion V Red (Stellenbosch),De Toren
92500,South Africa,93,35.0,DeMorgenzon 2014 Reserve Chenin Blanc (Stellenbosch),DeMorgenzon
92506,South Africa,93,88.0,Mullineux 2014 Granite Chenin Blanc (Swartland),Mullineux
109759,South Africa,93,275.0,Kanonkop 2013 Estate Wine Black Label Pinotage (Simonsberg-Stellenbosch),Kanonkop
117223,South Africa,93,50.0,Vilafonté 2007 Series C Red (Paarl),Vilafonté
125463,South Africa,93,46.0,Hamilton Russell 2012 Pinot Noir (Hemel en Aarde),Hamilton Russell
128992,South Africa,93,50.0,de Trafford 2008 Straw Wine Chenin Blanc (Stellenbosch),de Trafford
657,South Africa,92,50.0,Fable Mountain 2011 Night Sky Red (Coastal Region),Fable Mountain
1434,South Africa,92,50.0,Kanonkop 2008 Paul Sauer Red (Simonsberg-Stellenbosch),Kanonkop
7370,South Africa,92,28.0,Jean Daneel 2010 Signature Chenin Blanc (Western Cape),Jean Daneel
7379,South Africa,92,55.0,Ken Forrester 2009 T Noble Late Harvest Chenin Blanc (Stellenbosch),Ken Forrester
7791,South Africa,92,24.0,Jardin 2012 Barrel Fermented Chardonnay (Stellenbosch),Jardin
12256,South Africa,92,17.0,Jardin 1998 Chardonnay (Stellenbosch),Jardin
31139,South Africa,92,65.0,Ken Forrester 2009 The Gypsy Grenache-Syrah (Stellenbosch),Ken Forrester
34681,South Africa,92,35.0,DeMorgenzon 2015 Reserve Chenin Blanc (Stellenbosch),DeMorgenzon
34847,South Africa,92,,Hartenberg 2014 Cape Winemakers Guild CWG Auction Cabernet Sauvignon (Stellenbosch),Hartenberg
34848,South Africa,92,,Ernie Els 2014 Cape Winemakers Guild CWG Red (Stellenbosch),Ernie Els
34849,South Africa,92,,Etienne le Riche 2013 Cape Winemakers Guild Auction Reserve Cabernet Sauvignon (Stellenbosch),Etienne le Riche
34850,South Africa,92,,Kanonkop 2013 Cape Winemakers Guild CWG Paul Sauer Red (Simonsberg-Stellenbosch),Kanonkop
34851,South Africa,92,,Paul Cluver 2014 Cape Winemakers Guild Auction Selection Pinot Noir (Elgin),Paul Cluver
34852,South Africa,92,,Boekenhoutskloof 2014 Cape Winemakers Guild Auction Reserve Syrah (Swartland),Boekenhoutskloof
34853,South Africa,92,,Bartho Eksteen 2015 Cape Winemakers Guild Vloekskoot Wooded Sauvignon Blanc (Hemel en Aarde),Bartho Eksteen
34854,South Africa,92,,Boschkloof 2014 Cape Winemakers Guild Epilogue Syrah (Stellenbosch),Boschkloof
34855,South Africa,92,,Saronsberg 2011 Cape Winemakers Guild Die Erf Shiraz-Grenache-Mourvèdre-Viognier Red (Tulbagh),Saronsberg
34856,South Africa,92,,Groot Constantia 2015 Cape Winemakers Guild Auction Chardonnay (Constantia),Groot Constantia
45276,South Africa,92,79.0,Hartenberg 2006 The Stork Shiraz (Stellenbosch),Hartenberg
50371,South Africa,92,25.0,DeMorgenzon 2014 Maestro White (Stellenbosch),DeMorgenzon
51953,South Africa,92,38.0,Simonsig 2011 Redhill Pinotage (Stellenbosch),Simonsig
51954,South Africa,92,36.0,Fairview 2008 The Beacon Shiraz (Paarl),Fairview
53645,South Africa,92,38.0,Simonsig 2011 Redhill Pinotage (Stellenbosch),Simonsig
55854,South Africa,92,95.0,Ernie Els 2008 Signature Red (Stellenbosch),Ernie Els
55856,South Africa,92,42.0,Simonsig 2011 Merindol Syrah (Stellenbosch),Simonsig
57606,South Africa,92,,Grangehurst 2014 Cape Winemakers Guild Auction Blend Red (Stellenbosch),Grangehurst
57607,South Africa,92,,Nicky Versfeld 2016 Cape Winemakers Guild Double Barrel Semillon (Darling),Nicky Versfeld
57608,South Africa,92,,Paul Cluver 2015 Cape Winemakers Guild Auction Selection Pinot Noir (Elgin),Paul Cluver
57609,South Africa,92,,Villiera 2015 Cape Winemakers Guild Drip Barrel Cabernet Franc (Stellenbosch),Villiera
57610,South Africa,92,,Waterford 2016 Cape Winemakers Guild 1988 Kept Aside Chardonnay (Stellenbosch),Waterford
57611,South Africa,92,,Ernie Els 2015 Cape Winemakers Guild CWG Red (Stellenbosch),Ernie Els
57613,South Africa,92,,de Trafford 2015 Cape Winemakers Guild Perspective Merlot-Cabernet Sauvignon (Stellenbosch),de Trafford
57614,South Africa,92,,Etienne le Riche 2014 Cape Winemakers Guild CWG Auction Reserve Cabernet Sauvignon (Stellenbosch),Etienne le Riche
57615,South Africa,92,,Kaapzicht 2015 Cape Winemakers Guild The Ultimate Vision Red (Stellenbosch),Kaapzicht
57616,South Africa,92,,Beyerskloof 2015 Cape Winemakers Guild CWG Traildust Pinotage (Stellenbosch),Beyerskloof
57617,South Africa,92,,Adi Badenhorst & Duncan Savage 2016 Cape Winemakers Guild Love Boat White White (Western Cape),Adi Badenhorst & Duncan Savage
57629,South Africa,92,45.0,A.A. Badenhorst Family Wines 2009 Red (Swartland),A.A. Badenhorst Family Wines
57639,South Africa,92,55.0,Ken Forrester 2010 T Noble Late Harvest Chenin Blanc (Stellenbosch),Ken Forrester
62495,South Africa,92,22.0,Hamilton Russell 2000 Chardonnay (Walker Bay),Hamilton Russell
62799,South Africa,92,27.0,Stark-Condé 2011 Unfined and Unfiltered Cabernet Sauvignon (Stellenbosch),Stark-Condé
62896,South Africa,92,35.0,Stark-Condé 2007 Three Pines Unfined and Unfiltered Syrah (Jonkershoek Valley),Stark-Condé
62899,South Africa,92,95.0,Ernie Els 2006 Limited Release Red (Stellenbosch),Ernie Els
66749,South Africa,92,49.0,Rustenberg 2005 Peter Barlow Cabernet Sauvignon (Stellenbosch),Rustenberg
70965,South Africa,92,33.0,Mullineux 2013 Syrah (Swartland),Mullineux
70981,South Africa,92,35.0,DeMorgenzon 2015 Reserve Chenin Blanc (Stellenbosch),DeMorgenzon
72310,South Africa,92,40.0,Beaumont 2015 Hope Marguerite Chenin Blanc (Bot River),Beaumont
72322,South Africa,92,23.0,Meerlust 2014 Chardonnay (Stellenbosch),Meerlust
76770,South Africa,92,85.0,Mvemve Raats 2014 MR de Compostella Red (Stellenbosch),Mvemve Raats
77232,South Africa,92,,Luddite 2013 Cape Winemakers Guild The Broken Ankle Shiraz-Cabernet Sauvignon (Walker Bay),Luddite
77233,South Africa,92,,Tokara 2015 Cape Winemakers Guild Siberia Chardonnay (Hemel en Aarde),Tokara
77234,South Africa,92,,Mullineux 2013 Cape Winemakers Guild Trifecta Syrah (Swartland),Mullineux
77235,South Africa,92,,Ernie Els 2014 Cape Winemakers Guild CWG Red (Stellenbosch),Ernie Els
80657,South Africa,92,35.0,DeMorgenzon 2012 Chenin Blanc (Stellenbosch),DeMorgenzon
86739,South Africa,92,65.0,Cape Point Vineyards 2013 Isliedh White (Cape Peninsula),Cape Point Vineyards
