,country,points,price,title,winery
23612,Israel,91,50.0,Recanati 2014 Reserve Wild Carignan (Israel),Recanati
25989,Israel,91,50.0,Clos de Gat 2010 Ayalon Valley Red (Judean Hills),Clos de Gat
31289,Israel,91,22.0,Tabor 2011 Adama Cabernet Sauvignon (Galilee),Tabor
32414,Israel,91,30.0,Shiloh Winery 2013 Legend Red (Judean Hills),Shiloh Winery
32420,Israel,91,35.0,Carmel 2012 Kayoumi Vineyard Shiraz (Galilee),Carmel
36700,Israel,91,70.0,Makura Estate 2008 Cabernet Sauvignon (Upper Galilee),Makura Estate
44516,Israel,91,60.0,Recanati 2012 Special Reserve Red (Galilee),Recanati
44522,Israel,91,22.0,Tabor 2011 Adama Cabernet Sauvignon (Galilee),Tabor
46373,Israel,91,40.0,Jezreel 2014 Kerem Kedesh Syrah (Galil),Jezreel
47498,Israel,91,50.0,Domaine du Castel 2010 C Blanc du Castel Chardonnay (Judean Hills),Domaine du Castel
48802,Israel,91,60.0,1848 Winery 2009 Special Reserve Red (Galilee),1848 Winery
48805,Israel,91,35.0,Barkan 2010 Eitan Assemblage Red (Judean Hills),Barkan
49490,Israel,91,23.0,Dalton 2014 D Oak Aged Petite Sirah (Israel),Dalton
49501,Israel,91,25.0,Montefiore 2014 Cabernet Sauvignon (Judean Hills),Montefiore
49505,Israel,91,20.0,Or Haganuz 2013 Amuka Series Marus Single Vineyard Shiraz (Galilee),Or Haganuz
49509,Israel,91,39.0,Psagot 2012 EDOM Red (Judean Hills),Psagot
49511,Israel,91,45.0,Shiloh Winery 2013 Secret Reserve Cabernet Sauvignon (Judean Hills),Shiloh Winery
49512,Israel,91,35.0,Shiloh Winery 2014 Legend Honi Red (Judean Hills),Shiloh Winery
56976,Israel,91,13.0,Golan Heights Winery 2012 Mount Hermon Red (Galilee),Golan Heights Winery
56983,Israel,91,,Tulip Winery 2010 Mostly Cabernet Franc (Judean Hills),Tulip Winery
57301,Israel,91,26.0,Domaine Netofa 2012 Syrah-Mourvèdre (Galilee),Domaine Netofa
58839,Israel,91,40.0,Bazelet HaGolan 2012 Cabernet Sauvignon (Golan Heights),Bazelet HaGolan
58840,Israel,91,25.0,Binyamina 2012 Reserve Cabernet Sauvignon (Upper Galilee),Binyamina
60225,Israel,91,33.0,Carmel 2009 Kayoumi Single Vineyard Shiraz (Galilee),Carmel
61131,Israel,91,45.0,Carmel 2010 Kayoumi Single Vineyard Shiraz (Galilee),Carmel
61967,Israel,91,34.0,Golan Heights Winery 2011 Yarden 2T Red (Galilee),Golan Heights Winery
62765,Israel,91,25.0,1848 Winery 2012 Second Generation Cabernet Sauvignon (Judean Hills),1848 Winery
77301,Israel,91,50.0,Domaine du Castel 2010 C Blanc du Castel Chardonnay (Judean Hills),Domaine du Castel
78678,Israel,91,15.0,Golan Heights Winery 2010 Gilgal Syrah (Galilee),Golan Heights Winery
80669,Israel,91,,Or Haganuz 2010 Namura Single Vineyard Special Reserve Cabernet Sauvignon (Galilee),Or Haganuz
82797,Israel,91,59.0,Golan Heights Winery 2008 Yarden El Rom Vineyard Cabernet Sauvignon (Galilee),Golan Heights Winery
82805,Israel,91,70.0,Domaine du Castel 2007 Grand Vin Red (Haut-Judeé),Domaine du Castel
84045,Israel,91,150.0,Golan Heights Winery 2006 Yarden Rom Red (Galilee),Golan Heights Winery
94870,Israel,91,24.0,Jerusalem Wineries 2013 4990 Reserve Cabernet Sauvignon (Judean Hills),Jerusalem Wineries
97313,Israel,91,20.0,Dalton 2013 D Series Cabernet Sauvignon (Galilee),Dalton
101178,Israel,91,45.0,Montefiore 2013 Aria Reserve Red (Judean Hills),Montefiore
103916,Israel,91,60.0,Recanati 2013 Special Reserve Red (Galilee),Recanati
106360,Israel,91,32.0,Pelter 2013 Matar Stratus Shiraz (Galilee),Pelter
109284,Israel,91,55.0,Pelter 2013 Matar Petit Verdot (Jerusalem Hills),Pelter
111706,Israel,91,22.0,Dalton 2013 Alma Crimson Red (Galilee),Dalton
115199,Israel,91,55.0,Flam 2013 Reserve Cabernet Sauvignon (Galilee),Flam
115200,Israel,91,30.0,Flam 2014 Classico Red (Judean Hills),Flam
115207,Israel,91,70.0,Shiloh Winery 2013 Mosaic Red (Judean Hills),Shiloh Winery
117426,Israel,91,45.0,Shiloh Winery 2011 Legend Red (Judean Hills),Shiloh Winery
117433,Israel,91,50.0,Yatir 2010 Red (Judean Hills),Yatir
117437,Israel,91,17.0,Recanati 2014 Cabernet Sauvignon (Galilee),Recanati
