,country,points,price,title,winery
36696,Hungary,91,70.0,Kovács Nimród 2011 Grand Bleu Nagy Eged Grand Cru Kékfrankos (Eger),Kovács Nimród
56341,Hungary,91,79.0,Royal Tokaji 2000 Betsek Aszú 6 Puttonyos  (Tokaji),Royal Tokaji
58211,Hungary,91,50.0,Patricius 2000 Aszú 5 Puttonyos Tokaji (Tokaj),Patricius
61633,Hungary,91,20.0,Royal Tokaji 2009 Mád Cuvée Late Harvest  (Tokaji),Royal Tokaji
70494,Hungary,91,20.0,Disznókö 2013 Dry  (Tokaji),Disznókö
78671,Hungary,91,48.0,Royal Tokaji 2008 5 Puttonyos Aszú  (Tokaji),Royal Tokaji
85846,Hungary,91,40.0,Royal Tokaji 2006 Red Label Aszú 5 Puttonyos - 500 ml  (Tokaji),Royal Tokaji
103897,Hungary,91,47.0,Barta 2013 Öreg Király Dűlő Tokaji Szamorodni  (Tokaji),Barta
120786,Hungary,91,30.0,Királyudvar 2009 Pezsgo Henye Brut Tokaji (Tokaj),Királyudvar
122329,Hungary,91,24.0,Gróf Degenfeld 2014 Zomborka Furmint (Tokaj),Gróf Degenfeld
125734,Hungary,91,25.0,Dobogó 2012 Szent Tamás Betsek Vineyards  (Tokaji),Dobogó
219,Hungary,90,36.0,Samuel Tinon 2015 Megyer Dry Furmint (Tokaj),Samuel Tinon
873,Hungary,90,16.0,Chateau Dereszla 2014 Dry  (Tokaji),Chateau Dereszla
10992,Hungary,90,26.0,Apátsági 2013 Somlói Hárslevelü (Hungary),Apátsági
44437,Hungary,90,28.0,Kovács Nimród 2011 Furmint (Eger),Kovács Nimród
47185,Hungary,90,15.0,Patricius 2013 Dry Száraz Furmint (Tokaj),Patricius
56098,Hungary,90,32.0,Erzsébet Pince 2011 Király Dulo Furmint (Tokaj),Erzsébet Pince
56103,Hungary,90,35.0,Weninger 2011 Steiner Kékfrankos (Sopron),Weninger
58227,Hungary,90,18.0,Vinum 2006 Mátra Muscat de Bianca Muscat Blanc (Hungary),Vinum
74286,Hungary,90,25.0,Vylyan 2008 Pinot Noir (Villány),Vylyan
75712,Hungary,90,36.0,Samuel Tinon 2015 Megyer Dry Furmint (Tokaj),Samuel Tinon
85413,Hungary,90,77.0,Royal Tokaji 1999 Szt. Tamás Aszú 6 Puttonyos  (Tokaji),Royal Tokaji
85426,Hungary,90,54.0,Royal Tokaji 1996 Nyulászó Aszú 6 Puttonyos  (Tokaji),Royal Tokaji
85672,Hungary,90,25.0,Kvaszinger 2015 Hatalos Furmint (Tokaj),Kvaszinger
88949,Hungary,90,26.0,Oremus 2013 Late Harvest  (Tokaji),Oremus
89025,Hungary,90,28.0,Oremus 2015 Mandolas Dry  (Tokaji),Oremus
89683,Hungary,90,25.0,Oremus 2013 Mandolás  (Tokaji),Oremus
101531,Hungary,90,60.0,Gere Attila 2007 Kopar Cuvée Red (Villány),Gere Attila
101676,Hungary,90,20.0,Gróf Degenfeld 2015 Zomborka Furmint (Tokaj),Gróf Degenfeld
102709,Hungary,90,21.0,Royal Tokaji 2010 Mád Cuvée Late Harvest Tokaji (Hungary),Royal Tokaji
103740,Hungary,90,20.0,Béres 2015 Locse Vineyard Estat Bottled Dry Selection Furmint (Tokaj),Béres
103754,Hungary,90,36.0,Samuel Tinon 2015 Szent Tamás Dry Furmint (Tokaj),Samuel Tinon
107288,Hungary,90,15.0,Patricius 2013 Dry Száraz Furmint (Tokaj),Patricius
113945,Hungary,90,25.0,Erzsébet Pince 2012 Zafir dulo Furmint (Tokaj),Erzsébet Pince
113950,Hungary,90,33.0,Basilicus 2012 Once Upon a Time Szamorodni Sweet Furmint (Tokaj),Basilicus
119792,Hungary,90,19.0,Béres 2014 Furmint (Tokaj),Béres
119798,Hungary,90,20.0,Holdvölgy 2012 Hold and Hollo White (Tokaj),Holdvölgy
119803,Hungary,90,22.0,Kvaszinger 2013 Estate Tokaji Furmint (Tokaj),Kvaszinger
124494,Hungary,90,38.0,Barta 2012 Öreg Kiraly Dulo Mad Furmint (Tokaj),Barta
126581,Hungary,90,32.0,Erzsébet Pince 2011 Király Dulo Furmint (Tokaj),Erzsébet Pince
127539,Hungary,90,20.0,Gróf Degenfeld 2015 Zomborka Furmint (Tokaj),Gróf Degenfeld
127626,Hungary,90,38.0,Barta 2012 Öreg Kiraly Dulo Mad Furmint (Tokaj),Barta
3560,Hungary,89,16.0,Chateau Dereszla 2015 Dry  (Tokaji),Chateau Dereszla
7260,Hungary,89,53.0,Sauska 2011 Cuvée 7 Red (Villány),Sauska
7261,Hungary,89,27.0,Sauska 2012 Cuvée 13 Red (Villány),Sauska
7277,Hungary,89,42.0,Sauska 2012 Estate Furmint (Tokaj),Sauska
9762,Hungary,89,25.0,Kikelet 2015 Furmint (Tokaj),Kikelet
9829,Hungary,89,39.0,Royal Tokaji 2003 Aszú 5 Puttonyos  (Tokaji),Royal Tokaji
11153,Hungary,89,37.0,Samuel Tinon 2015 Határi Dry Furmint (Tokaj),Samuel Tinon
14208,Hungary,89,37.0,Sauska 2008 Cuvée 11 Red (Villány),Sauska
29283,Hungary,89,30.0,Bock 2011 Cabernet Franc (Villány),Bock
34444,Hungary,89,16.0,Chateau Dereszla 2015 Dry  (Tokaji),Chateau Dereszla
38640,Hungary,89,24.0,Sauska 2011 Cuvée 113 White (Tokaj),Sauska
40176,Hungary,89,21.0,Royal Tokaji 2008 Mád Cuvée Late Harvest  (Tokaji),Royal Tokaji
44465,Hungary,89,17.0,Royal Tokaji 2015 The Oddity Dry  (Tokaji),Royal Tokaji
51841,Hungary,89,19.0,Sauska 2014 Rosé (Villány),Sauska
58669,Hungary,89,25.0,Kovács Nimród 2013 Battonage Monopole Chardonnay (Eger),Kovács Nimród
58673,Hungary,89,25.0,Béres 2011 Locse Furmint (Tokaj),Béres
64363,Hungary,89,30.0,Bock 2011 Cabernet Franc (Villány),Bock
66864,Hungary,89,20.0,Sauska 2013 Unoaked Furmint (Tokaj),Sauska
73768,Hungary,89,24.0,Sauska 2011 Cuvée 113 White (Tokaj),Sauska
74500,Hungary,89,56.0,Kovács Nimród 2009 NJK Nagy Eged Grand Cru Red (Eger),Kovács Nimród
74510,Hungary,89,16.0,Patricius 2015 Dry Yellow  (Tokaji),Patricius
78448,Hungary,89,76.0,Gere Attila 2007 Solus Merlot (Villány),Gere Attila
87020,Hungary,89,16.0,Patricius 2015 Dry  (Tokaji),Patricius
88485,Hungary,89,21.0,Erzsébet Pince 2012 Estate Furmint (Tokaj),Erzsébet Pince
90135,Hungary,89,30.0,Kikelet 2015 Kassai Hárslevelü (Tokaj),Kikelet
90148,Hungary,89,13.0,Serpens 2015 Dry Cuvée White (Tokaj),Serpens
95471,Hungary,89,25.0,Kovács Nimród 2011 Monopole Syrah (Eger),Kovács Nimród
95484,Hungary,89,22.0,majoros 2013 Furmint (Tokaj),majoros
100706,Hungary,89,22.0,majoros 2013 Furmint (Tokaj),majoros
109981,Hungary,89,19.0,Kovács Nimród 2013 Monopole Blues Kékfrankos (Eger),Kovács Nimród
113461,Hungary,89,15.0,Préselö 2015 Dry Furmint (Tokaj),Préselö
124961,Hungary,89,78.0,Bock 2003 Capella Cuvée Red (Villány),Bock
127722,Hungary,89,56.0,Kovács Nimród 2009 NJK Nagy Eged Grand Cru Red (Eger),Kovács Nimród
127916,Hungary,89,28.0,Bock 2013 Kadarka (Villány),Bock
5407,Hungary,88,19.0,Basilicus 2012 Once Upon a Time White (Tokaj),Basilicus
